,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,1780000,0,2.7,0,0,,,Three Falls,Vacant Land / Lots,,Utah,Alpine,Westfield,Timberline,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,"Corner Lot
Curb & Gutter
Secluded
Terrain: Grad Slope
View: Lake
View: Mountain
View: Valley
Wooded",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,120,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Not Connected",11127,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Not Connected
Gas: Stubbed
Sewer: Stubbed",,Single-Family,,,2323,,,Monthly,,,,,,,,,,,,,
0,400000,0,0.66,0,0,,,Summit Creek,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,250,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Public",2881,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Single-Family,,,,,,Monthly,,Res,,,,,,,,,,,
0,1699000,6,1.25,4,2,6380,266,Wolfcrest Hollow,Single-Family Home,2004,Utah,Am Fork; Hlnd; Lehi; Saratog.,Westfield,Timberline,Lone Peak,Alpine,Stories: 2,Yes,0,No,Blt./Standing,3,"Attic Fan
Balcony
Basement Entrance
Bay Box Windows
Deck; Covered
Double Pane Windows
Entry (Foyer)
Horse Property
Out Buildings
Lighting
Patio: Covered
Porch: Open
Sliding Glass Doors
Stained Glass Windows
Storm Doors
Walkout
Patio: Open",156.0,Yes,Yes,"See Remarks
Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
View: Mountain
View: Valley
Wooded
Drip Irrigation: Auto-Part
Private
View: Water
Waterfront",156.0X364.0X431.0,0,0,6,No,"Alarm System
Basketball Standard
Dog Run
Fireplace Insert
Humidifier
Storage Sheds
Window Coverings
Workbench
Trampoline",Rv Parking,9,"Covered
Porch: Open
Patio: Open",No,"Asphalt
Pitched",No,"See Remarks
Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
View: Mountain
View: Valley
Wooded
Drip Irrigation: Auto-Part
Pri","Landscaping: Full
Landscaping: Part
Mature Trees
Pines
Scrub Oak
Stream
Terraced Yard","Mountain(S)
Valley",Yes,Yes,3920,"Ceiling Fan
Dryer
Freezer
Microwave
Range Hood
Refrigerator
Washer
Water Softener Owned","Daylight
Entrance
Full
Walk-Out Access",98,0,3,6380,"Central Air
Natural Ventilation
Seer 16 Or Higher",Yes,Yes,3,"Carpet
Hardwood
Marble
Tile
Travertine","Forced Air
Gas: Central
Gas: Stove
Wood",True,"See Remarks
Alarm: Fire
Alarm: Security
Bar: Dry
Bar: Wet
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
French Doors
Gas Log
Great Room
Kitchen: Second
Kitchen: Updated
Mother-In-Law Apt.
Oven: Double
Range: Gas
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops
Theater Room",Gas Dryer Hookup,0,Floor: 2nd,29,0,No,0,Single Family,,"Alarm System
Basketball Standard
Ceiling Fan
Dog Run
Dryer
Fireplace Insert
Freezer
Humidifier
Microwave
Range
Range Hood
Refrigerator
Storage Sheds
Washer
Water Softener: Own
Window Coverings
Workbench
Trampoline",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",4031,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure
Secondary",Single-Family,"Cedar
Stone
Stucco","Blinds
Drapes
Plantation Shutters
Shades",11350,,,,,,,,Insert,French Doors,Accessible Kitchen Appliances,,,,,,
0,184900,0,0.58,0,0,,,Four Seasons,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Corner Lot
Curb & Gutter
Sidewalks
Terrain: Grad Slope
View: Mountain
View: Valley
Terrain: Flat",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Flat
Terrain: Grad Slope",,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Public",1,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Single-Family,,,202,,,,,,,,,,,,,,,,
0,250000,0,0.7,0,0,,,Summit Creek,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,250,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Public",3859,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Single-Family,,,,,,Monthly,,Res,,,,,,,,,,,
0,210000,0,0.34,0,0,,,Summit Creek,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,250,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Public",2881,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Single-Family,,,,,,Monthly,,Res,,,,,,,,,,,
0,450000,0,3.68,0,0,,,Evans Ranch,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sego Lily,Lehi,Lehi,Alpine,,No,0,No,,0,,0.0,No,No,"Corner Lot
Curb & Gutter
Sidewalks
View: Mountain
Terrain: Flat
Equestrian Access
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,,No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Available,1775,"Natural Gas Available
Electricity Available
Sewer Available",,Single-Family,,,110,,,,,,,,,,,,,,,,
0,2385000,4,0.71,4,1,4855,491,Summit Creek,Single-Family Home,2020,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Stories: 2,Yes,0,No,To Be Built,3,"Entry (Foyer)
Patio: Open",0.0,Yes,No,"Road: Paved
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,3,Patio: Open,No,,No,"Road: Paved
View: Mountain
View: Valley",Landscaping: Full,"Mountain(S)
Valley",Yes,No,2754,Refrigerator,Walk-Out Access,100,0,4,4855,Central Air,Yes,Yes,1,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Fire
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Range: Countertop
Range/Oven: Built-In",,1,Floor: 1st,17,250,Yes,0,Single Family,,"Range
Refrigerator",0,0,No,"Cash
Conventional",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Available
Sewer: Public",3881,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Water Available",Culinary,Single-Family,,,,,"Biking Trails
Clubhouse
Gated
Fitness Center
Hiking Trails
Insurance
Maintenance
Pool",Monthly,"Insurance
Maintenance Grounds",Res,,Clubhouse,,,,,,,,,
0,2873000,4,0.64,4,2,5541,518,Summit Creek,Single-Family Home,2020,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Stories: 2,Yes,0,No,To Be Built,3,"Balcony
Deck; Covered
Entry (Foyer)
Patio: Open",0.0,Yes,No,"Road: Paved
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,Hot Tub,,3,Patio: Open,No,,No,"Road: Paved
View: Mountain
View: Valley",Landscaping: Full,"Mountain(S)
Valley",Yes,No,3071,"Gas Grill/Bbq
Refrigerator",Walk-Out Access,100,0,5,5541,Central Air,Yes,Yes,4,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Fire
Bar: Wet
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Range: Countertop
Range/Oven: Built-In",,1,Floor: 1st,20,250,Yes,0,Single Family,,"Gas Grill/Bbq
Hot Tub
Range
Refrigerator",0,0,No,"Cash
Conventional",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Available
Sewer: Public",3710,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Water Available",Culinary,Single-Family,,,,,"Biking Trails
Clubhouse
Fitness Center
Hiking Trails
Insurance
Maintenance
Pool",Monthly,"Insurance
Maintenance Grounds",Res,,Clubhouse,,,,,,,,,
0,2667000,4,0.6,4,1,4968,537,Summit Creek,Single-Family Home,2020,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Stories: 2,Yes,0,No,To Be Built,3,"Entry (Foyer)
Patio: Covered",0.0,Yes,No,"Road: Paved
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,Hot Tub,,3,Covered,No,,No,"Road: Paved
View: Mountain
View: Valley",Landscaping: Full,"Mountain(S)
Valley",Yes,No,4968,"Gas Grill/Bbq
Refrigerator",None,0,0,4,4968,Central Air,Yes,Yes,2,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Fire
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Gas Log
Range: Countertop
Range/Oven: Built-In",,1,Floor: 1st,17,250,Yes,0,Single Family,,"Gas Grill/Bbq
Hot Tub
Range
Refrigerator",0,0,No,"Cash
Conventional",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Available
Sewer: Public",3611,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Water Available",Culinary,Single-Family,,,,,"Biking Trails
Clubhouse
Gated
Fitness Center
Hiking Trails
Insurance
Maintenance
Pool",Monthly,"Insurance
Maintenance Grounds",Res,,Clubhouse,,,,,,,,,
0,2430000,4,0.28,4,3,4573,531,Summit Creek,Single-Family Home,2020,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Stories: 2,Yes,0,No,To Be Built,3,,0.0,Yes,No,"Road: Paved
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,3,,No,,No,"Road: Paved
View: Mountain
View: Valley",Landscaping: Full,"Mountain(S)
Valley",Yes,No,2523,"Gas Grill/Bbq
Refrigerator",Walk-Out Access,100,0,6,4573,Central Air,Yes,Yes,2,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Fire
Bar: Wet
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Great Room
Range: Countertop
Range/Oven: Built-In",,1,Floor: 1st,20,250,Yes,0,Single Family,,"Gas Grill/Bbq
Range
Refrigerator",0,0,No,"Cash
Conventional",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Available
Sewer: Public",2665,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Water Available",Culinary,Single-Family,,,,,"Biking Trails
Clubhouse
Gated
Fitness Center
Hiking Trails
Insurance
Maintenance
Pool",Monthly,"Insurance
Maintenance Grounds",Res,,Clubhouse,,,,,,,,,
0,1491000,10,0.55,6,1,9000,166,Twin Rivers,Single-Family Home,2003,Utah,Alpine,Westfield,Timberline,Lone Peak,Alpine,Stories: 2,Yes,0,No,Blt./Standing,4,"Balcony
Basement Entrance
Bay Box Windows
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Porch: Open
Walkout",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Mountain
Drip Irrigation: Auto-Full
Private",0.0X0.0X0.0,0,0,0,No,"Alarm System
Basketball Standard
Fireplace Insert
Window Coverings
Trampoline",Rv Parking,4,"Covered
Porch: Open",No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
Drip Irrigation: Auto-Full
Private","Fruit Trees
Landscaping: Full
Mature Trees
Pines
Vegetable Garden",Mountain(S),Yes,No,6000,"Ceiling Fan
Microwave
Range Hood
Refrigerator
Satellite Dish
Water Softener Owned","Daylight
Entrance
Full
Walk-Out Access",100,0,1,9000,Central Air,Yes,Yes,2,"Carpet
Hardwood
Tile
Travertine","Forced Air
Gas: Central",True,"Accessory Apt
Alarm: Fire
Alarm: Security
Bar: Wet
Basement Apartment
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Disposal
French Doors
Gas Log
Great Room
Intercom
Jetted Tub
Kitchen: Second
Kitchen: Updated
Mother-In-Law Apt.
Oven: Double
Oven: Wall
Range: Countertop
Range: Gas
Range/Oven: Built-In
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops
Theater Room",Electric Dryer Hookup,1,Floor: 1st,36,0,No,0,Single Family,"Dryer
Refrigerator
Washer","Alarm System
Basketball Standard
Ceiling Fan
Fireplace Insert
Microwave
Range
Range Hood
Refrigerator
Satellite Dish
Water Softener: Own
Window Coverings
Trampoline",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",5512,"Natural Gas Connected
Electricity Available
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Brick
Stone
Stucco","Blinds
Drapes
Full
Plantation Shutters",400,,,,,Res,,,Insert,French Doors,,,,,,,
0,1299999,7,0.91,6,0,7499,173,Makalas Meadows,Single-Family Home,2007,Utah,Am Fork; Hlnd; Lehi; Saratog.,Freedom,Mt Ridge,American Fork,Alpine,Stories: 2,Yes,1,Yes,Blt./Standing,4,"Basement Entrance
Deck; Covered
Lighting
Patio: Covered
Walkout",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Sprinkler: Auto-Full
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,4,Covered,No,Composition,No,"Curb & Gutter
Fenced: Part
Sprinkler: Auto-Full
View: Mountain
View: Valley",Landscaping: Full,"Mountain(S)
Valley",Yes,No,5511,,"Entrance
Full",100,0,0,7499,Central Air,Yes,Yes,3,"Carpet
Tile","Forced Air
Gas: Central",True,"Bath: Master
Den/Office
Great Room
Kitchen: Second
Granite Countertops
Theater Room",,2,Floor: 1st,27,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,5151,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Brick
Stone
Stucco",,,,,,,,,,,,,,,,,,
0,290000,0,1,0,0,,,Bentley Brook,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Hobble Creek,Mapleton Jr,Springville,Nebo,,No,0,No,,0,,0.0,No,No,Corner Lot,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1000,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,"Single-Family
Agricultur",,,800,,,,,,,,,,,,,,,,
0,13,0,1.2,0,0,,,Am Fork; Hlnd; Lehi; Saratog.,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Black Ridge,Frontier,Cedar Valley High School,Alpine,,No,0,No,,0,,0.0,No,No,Corner Lot,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Commercial,,,0,0,No,"Cash
Conventional
Exchange
Usda Rural Development",No,0,0,0,No,Blt./Standing,Commercial,No,,4894,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Commercial,,,,,,,,Com,,,,,,,,,,,
0,3900000,5,5.77,6,1,8214,475,Meadows,Single-Family Home,1995,Utah,Provo; Mamth; Springville,Brookside,Springville Jr,Springville,Nebo,Rambler/Ranch,Yes,0,No,Blt./Standing,6,"See Remarks
Awning(S)
Balcony
Basement Entrance
Deck; Covered
Double Pane Windows
Entry (Foyer)
Out Buildings
Lighting
Patio: Covered
Porch: Open
Secured Building
Skylights
Sliding Glass Doors
Walkout",0.0,Yes,No,"See Remarks
Fenced: Full
Road: Paved
Secluded
Sprinkler: Auto-Full
Terrain Flat
Terrain: Hilly
Terrain: Steep Slope
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,Yes,"Alarm System
Basketball Standard
Fireplace Insert
Gazebo
Hot Tub
Humidifier
Play Gym
Window Coverings","Parking: Uncovered
Rv Parking",6,"Covered
Porch: Open",Yes,Asphalt,Yes,"See Remarks
Fenced: Full
Road: Paved
Secluded Yard
Sprinkler: Auto-Full
Terrain
Flat
Terrain: Hilly
Terrain: Steep Slope
View: Mountain
View: Valley","Fruit Trees
Landscaping: Full
Mature Trees
Pines
Scrub Oak
Stream
Terraced Yard
Vegetable Garden
Waterfall","Mountain(S)
Valley",Yes,No,4107,"Ceiling Fan
Microwave
Satellite Dish
Water Softener Owned","Daylight
Full",100,0,5,8214,Central Air,Yes,Yes,3,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Bar: Wet
Basement Apartment
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Gas Log
Great Room
Jetted Tub
Kitchen: Second
Mother-In-Law Apt.
Range: Countertop
Vaulted Ceilings
Granite Countertops",Electric Dryer Hookup,1,Floor: 1st,27,0,No,0,Single Family,"Dryer
Gas Grill/Bbq
Refrigerator
Satellite Equipment
Washer","See Remarks
Alarm System
Basketball Standard
Ceiling Fan
Fireplace Insert
Gazebo
Hot Tub
Humidifier
Microwave
Play Gym
Range
Satellite Dish
Water Softener: Own
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",22129,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation",Single-Family,"Brick
Stucco","Blinds
Part",600,,,,,Res,"See Remarks
Heated
In Ground
Indoor
With Spa",,Insert,,"Accessible Hallway(S)
Single Level Living
Customized Wheelchair Accessible",,,,,,
0,8000000,0,115.83,0,0,,,Provo; Mamth; Springville,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,Westside,Springville Jr,Springville,Nebo,,No,0,No,,0,,0.0,No,No,"View: Lake
View: Mountain
Terrain: Flat
Equestrian Access
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Commercial Fin. Req.
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,10,,,"Single-Family
Commercial",,,2600,,,,,A-1C-1,,,,,,,,,,,
0,699000,0,186.94,0,0,,,Sp Fork; Mapleton; Benjamin,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Spanish Oaks,Diamond Fork,Maple Mountain,Nebo,,No,0,No,,0,,0.0,No,No,"Fenced: Part
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope
View: Mountain
View: Valley
Waterfront
Equestrian Access
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope",,Valley,Yes,Yes,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Agricultural,,,0,0,No,"Cash
Conventional
Exchange",No,0,0,0,No,Blt./Standing,Agriculture,No,,2511,Electricity Available,,"Single-Family
Agricultur",,,14000,,,,,,,,,,,,,,,,
0,2,0,490,0,0,,,Cedar Valley; Cedar Ft; Fairfld,Vacant Land / Lots,,Utah,Cedar Valley; Cedar Ft; Fairfld,Springside,Frontier,Westlake,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Other,,,0,0,No,"Cash
Conventional
Exchange",No,0,0,0,No,Blt./Standing,Other,No,,573,,,See Remarks,,,,,,,,,,,,,,,,,,,
0,1003177,2,0.31,2,1,5018,200,Canyon Point,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Traverse Mountain,Lehi,Skyridge,Alpine,Rambler/Ranch,Yes,0,No,Blt./Standing,3,"Double Pane Windows
Entry (Foyer)
Patio: Covered
Sliding Glass Doors",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sprinkler: Auto-Full
Terrain: Mountain
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,3,No,,,6,Covered,No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sprinkler: Auto-Full
Terrain: Mountain
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",Landscaping: Full,"Mountain(S)
Valley",Yes,No,2894,"Microwave
Range Hood","Daylight
Full",0,0,1,5018,Central Air,Yes,Yes,1,"Carpet
Hardwood
Tile","Gas: Central
>= 95% Efficiency",True,"Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Gas Log
Great Room
Oven: Wall
Range: Countertop
Granite Countertops",,2,,12,89,Yes,0,Single Family,,"Microwave
Range
Range Hood",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Asphalt
Stone
Cement Siding",,,,"Biking Trails
Clubhouse
Fitness Center
Hiking Trails
Pool
Tennis Court(S)",Monthly,,R-1-8,,,,,,,,,,,
0,1195000,0,5.61,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Salem,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,"Barn
Out Buildings",700.0,No,Yes,"View: Mountain
Terrain: Flat
Horse Property",700.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Commercial
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,Sewer: Available,27,"Natural Gas Available
Electricity Available
Sewer Available",,Commercial,,,,,,,,C1,,,,,,,,,,,
0,3790700,0,5.44,0,0,,,Pl Grove; Lindon; Orem,Vacant Land / Lots,,Utah,Pl Grove; Lindon; Orem,Greenwood,American Fork,American Fork,Alpine,,No,0,No,,0,,0.0,No,No,"View: Mountain
Terrain: Flat",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Commercial,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,"Sewer: Available
Sewer: Public",39,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Commercial,,,364,,,,,Cs2,,,,,,,,,,,
0,2300000,0,20.5,0,0,,,Sp Fork; Mapleton; Benjamin,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,,,,Nebo,,No,0,No,,0,,413.0,No,No,"Fenced: Full
Terrain: Flat
Horse Property",413.0X1276.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Commercial
Industrial",,,0,0,No,Cash,No,0,0,0,No,Blt./Standing,Residential,No,,450,See Remarks,,"See Remarks
Industrial",,,600,,,,,Indust,,,,,,,,,,,
0,3999000,0,14.9,0,0,,,Am Fork; Hlnd; Lehi; Saratog.,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Highland,Timberline,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,,No,0,0,0,No,Blt./Standing,Residential,No,,3750,,,Single-Family,,,,,,,,,,,,,,,,,,,
